port1,Angleterre,-1.234,1.234,1
port1,Brandebourg-Prusse,-1.234,1.234,1
port1,Cambodge,-1.234,1.234,1
port1,Confederation Suisse,-1.234,1.234,1
port1,Dai Viet,-1.234,1.234,1
port1,Danemark-Norvege,-1.234,1.234,1
port1,Dynastie Joseon,-1.234,1.234,1
port1,Dynastie Qing,-1.234,1.234,1
port1,Empire cherifien,-1.234,1.234,1
port1,Empire espagnol,-1.234,1.234,1
port1,Empire ottoman,-1.234,1.234,1
port1,Etats de Savoie,-1.234,1.234,1
port1,Grand-duche de Toscane,-1.234,1.234,1
port1,Japon,-1.234,1.234,1
port1,Khanat dzoungar,-1.234,1.234,1
port1,Lan Xang,-1.234,1.234,1
port1,Monarchie de Habsbourg,-1.234,1.234,1
port1,Nepal,-1.234,1.234,1
port1,Ordre de Saint-Jean de Jerusalem,-1.234,1.234,1
port1,Perse,-1.234,1.234,1
port1,Province-Unies,-1.234,1.234,1
port1,Republique de Venise,-1.234,1.234,1
port1,Republique des Deux Nations,-1.234,1.234,1
port1,Royaume de France,-1.234,1.234,1
port1,Royaume de Portugal,-1.234,1.234,1
port1,Royaume de Ryukyu,-1.234,1.234,1
port1,Royaume du Kongo,-1.234,1.234,1
port1,Saint-Empire romain germanique,-1.234,1.234,1
port1,Siam,-1.234,1.234,1
port1,Suede,-1.234,1.234,1
port1,Tsarat de Russie,-1.234,1.234,1
port2,Angleterre,-2.345,2.345,2
port2,Brandebourg-Prusse,-2.345,2.345,2
port2,Cambodge,-2.345,2.345,2
port2,Confederation Suisse,-2.345,2.345,2
port2,Dai Viet,-2.345,2.345,2
port2,Danemark-Norvege,-2.345,2.345,2
port2,Dynastie Joseon,-2.345,2.345,2
port2,Dynastie Qing,-2.345,2.345,2
port2,Empire cherifien,-2.345,2.345,2
port2,Empire espagnol,-2.345,2.345,2
port2,Empire moghol,-2.345,2.345,2
port2,Empire ottoman,-2.345,2.345,2
port2,Etats de Savoie,-2.345,2.345,2
port2,Grand-duche de Toscane,-2.345,2.345,2
port2,Japon,-2.345,2.345,2
port2,Khanat dzoungar,-2.345,2.345,2
port2,Lan Xang,-2.345,2.345,2
port2,Monarchie de Habsbourg,-2.345,2.345,2
port2,Nepal,-2.345,2.345,2
port2,Ordre de Saint-Jean de Jerusalem,-2.345,2.345,2
port2,Perse,-2.345,2.345,2
port2,Province-Unies,-2.345,2.345,2
port2,Republique de Venise,-2.345,2.345,2
port2,Republique des Deux Nations,-2.345,2.345,2
port2,Royaume de France,-2.345,2.345,2
port2,Royaume de Portugal,-2.345,2.345,2
port2,Royaume de Ryukyu,-2.345,2.345,2
port2,Royaume du Kongo,-2.345,2.345,2
port2,Saint-Empire romain germanique,-2.345,2.345,2
port2,Siam,-2.345,2.345,2
port2,Suede,-2.345,2.345,2
port2,Tsarat de Russie,-2.345,2.345,2
port3,Angleterre,-3.456,3.456,3
port3,Brandebourg-Prusse,-3.456,3.456,3
port3,Cambodge,-3.456,3.456,3
port3,Confederation Suisse,-3.456,3.456,3
port3,Dai Viet,-3.456,3.456,3
port3,Danemark-Norvege,-3.456,3.456,3
port3,Dynastie Joseon,-3.456,3.456,3
port3,Dynastie Qing,-3.456,3.456,3
port3,Empire cherifien,-3.456,3.456,3
port3,Empire espagnol,-3.456,3.456,3
port3,Empire moghol,-3.456,3.456,3
port3,Empire ottoman,-3.456,3.456,3
port3,Etats de Savoie,-3.456,3.456,3
port3,Grand-duche de Toscane,-3.456,3.456,3
port3,Japon,-3.456,3.456,3
port3,Khanat dzoungar,-3.456,3.456,3
port3,Lan Xang,-3.456,3.456,3
port3,Monarchie de Habsbourg,-3.456,3.456,3
port3,Nepal,-3.456,3.456,3
port3,Ordre de Saint-Jean de Jerusalem,-3.456,3.456,3
port3,Perse,-3.456,3.456,3
port3,Province-Unies,-3.456,3.456,3
port3,Republique de Venise,-3.456,3.456,3
port3,Republique des Deux Nations,-3.456,3.456,3
port3,Royaume de France,-3.456,3.456,3
port3,Royaume de Portugal,-3.456,3.456,3
port3,Royaume de Ryukyu,-3.456,3.456,3
port3,Royaume du Kongo,-3.456,3.456,3
port3,Saint-Empire romain germanique,-3.456,3.456,3
port3,Siam,-3.456,3.456,3
port3,Suede,-3.456,3.456,3
port3,Tsarat de Russie,-3.456,3.456,3
port4,Angleterre,-4.567,4.567,4
port4,Brandebourg-Prusse,-4.567,4.567,4
port4,Cambodge,-4.567,4.567,4
port4,Confederation Suisse,-4.567,4.567,4
port4,Dai Viet,-4.567,4.567,4
port4,Danemark-Norvege,-4.567,4.567,4
port4,Dynastie Joseon,-4.567,4.567,4
port4,Dynastie Qing,-4.567,4.567,4
port4,Empire cherifien,-4.567,4.567,4
port4,Empire espagnol,-4.567,4.567,4
port4,Empire moghol,-4.567,4.567,4
port4,Empire ottoman,-4.567,4.567,4
port4,Etats de Savoie,-4.567,4.567,4
port4,Grand-duche de Toscane,-4.567,4.567,4
port4,Japon,-4.567,4.567,4
port4,Khanat dzoungar,-4.567,4.567,4
port4,Lan Xang,-4.567,4.567,4
port4,Monarchie de Habsbourg,-4.567,4.567,4
port4,Nepal,-4.567,4.567,4
port4,Ordre de Saint-Jean de Jerusalem,-4.567,4.567,4
port4,Perse,-4.567,4.567,4
port4,Province-Unies,-4.567,4.567,4
port4,Republique de Venise,-4.567,4.567,4
port4,Republique des Deux Nations,-4.567,4.567,4
port4,Royaume de France,-4.567,4.567,4
port4,Royaume de Portugal,-4.567,4.567,4
port4,Royaume de Ryukyu,-4.567,4.567,4
port4,Royaume du Kongo,-4.567,4.567,4
port4,Saint-Empire romain germanique,-4.567,4.567,4
port4,Siam,-4.567,4.567,4
port4,Suede,-4.567,4.567,4
port4,Tsarat de Russie,-4.567,4.567,4
port5,Angleterre,-5.678,5.678,5
port5,Brandebourg-Prusse,-5.678,5.678,5
port5,Cambodge,-5.678,5.678,5
port5,Confederation Suisse,-5.678,5.678,5
port5,Dai Viet,-5.678,5.678,5
port5,Danemark-Norvege,-5.678,5.678,5
port5,Dynastie Joseon,-5.678,5.678,5
port5,Dynastie Qing,-5.678,5.678,5
port5,Empire cherifien,-5.678,5.678,5
port5,Empire espagnol,-5.678,5.678,5
port5,Empire moghol,-5.678,5.678,5
port5,Empire ottoman,-5.678,5.678,5
port5,Etats de Savoie,-5.678,5.678,5
port5,Grand-duche de Toscane,-5.678,5.678,5
port5,Japon,-5.678,5.678,5
port5,Khanat dzoungar,-5.678,5.678,5
port5,Lan Xang,-5.678,5.678,5
port5,Monarchie de Habsbourg,-5.678,5.678,5
port5,Nepal,-5.678,5.678,5
port5,Ordre de Saint-Jean de Jerusalem,-5.678,5.678,5
port5,Perse,-5.678,5.678,5
port5,Province-Unies,-5.678,5.678,5
port5,Republique de Venise,-5.678,5.678,5
port5,Republique des Deux Nations,-5.678,5.678,5
port5,Royaume de France,-5.678,5.678,5
port5,Royaume de Portugal,-5.678,5.678,5
port5,Royaume de Ryukyu,-5.678,5.678,5
port5,Royaume du Kongo,-5.678,5.678,5
port5,Saint-Empire romain germanique,-5.678,5.678,5
port5,Siam,-5.678,5.678,5
port5,Suede,-5.678,5.678,5
port5,Tsarat de Russie,-5.678,5.678,5